,id,date,from_id,to_id,fwd_from,message,type,duration
55,153988,2021-06-27 15:20:25+00:00,PeerUser(user_id=511986933),138918380,,На жаль я не маю покривала та карт настільних( Щось я якось не думав того сюди брати. Можливо у тебе будуть ?,text,
56,153987,2021-06-27 15:16:06+00:00,PeerUser(user_id=511986933),138918380,,Мені на 11.10 десь до податкової вийти до зупинки ?,text,
57,153984,2021-06-27 15:12:13+00:00,PeerUser(user_id=511986933),138918380,,Ми на потім перенесли бо його немає поки у Львові,text,
58,153983,2021-06-27 15:11:58+00:00,PeerUser(user_id=511986933),138918380,,З власником не потрібно говорити завтра,text,
59,153982,2021-06-27 15:11:39+00:00,PeerUser(user_id=511986933),138918380,,Мені чудово,text,
60,153978,2021-06-27 14:51:06+00:00,,511986933,,Буде ок?,text,
61,153977,2021-06-27 14:51:04+00:00,,511986933,,І по дорозі біля податкової тебе заберемо,text,
62,153976,2021-06-27 14:50:48+00:00,,511986933,,Ми будемо їхати з Сихова на таксі,text,
63,153975,2021-06-27 14:50:39+00:00,,511986933,,І до вечора там бути (до 20-21),text,
64,153974,2021-06-27 14:50:13+00:00,,511986933,,Є пропозиція в 11 годині виїхати,text,
65,153973,2021-06-27 14:50:00+00:00,,511986933,,Ти не будеш з власником бачитися?,text,
66,153972,2021-06-27 14:49:48+00:00,,511986933,,Є ще якісь?,text,
67,153971,2021-06-27 14:49:46+00:00,,511986933,,"О, клас, дякую)",text,
68,153968,2021-06-27 14:26:33+00:00,PeerUser(user_id=511986933),138918380,,Завтра вже якось?,text,
69,153967,2021-06-27 14:26:24+00:00,PeerUser(user_id=511986933),138918380,,Що до речі по запису відео ?),text,
70,153964,2021-06-27 14:10:37+00:00,PeerUser(user_id=511986933),138918380,,Коли Богдан фотографував то і твоє фото є доволі хороше),text,
71,153963,2021-06-27 14:10:05+00:00,PeerUser(user_id=511986933),138918380,"MessageFwdHeader(date=datetime.datetime(2021, 6, 27, 12, 23, 55, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerUser(user_id=605828868), from_name=None, channel_post=None, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)",,text,
72,153961,2021-06-27 14:01:58+00:00,PeerUser(user_id=511986933),138918380,,Я завтра вільний весь день) Тому можна хоч і зранку,text,
73,153960,2021-06-27 13:55:19+00:00,,511986933,,Я тобі скажу скоро,text,
74,153957,2021-06-27 13:51:41+00:00,PeerUser(user_id=511986933),138918380,,На котру завтра збираємося ?,text,
75,153893,2021-06-26 15:20:32+00:00,PeerUser(user_id=511986933),138918380,,"Предмети на 3 курс

Осінь
- Девопс?
- Комп'ютерні мережі
- Прогнозування


Весінній
- Машине навчання
- Гринів
- Фединяк",text,
76,153890,2021-06-26 14:44:09+00:00,,511986933,,,photo,
77,153889,2021-06-26 14:44:09+00:00,,511986933,,,photo,
78,153888,2021-06-26 14:43:13+00:00,,511986933,,,photo,
79,153880,2021-06-25 22:26:43+00:00,PeerUser(user_id=511986933),138918380,,тому він поступово росте,text,
80,153879,2021-06-25 22:26:39+00:00,PeerUser(user_id=511986933),138918380,,вони всі ті сторінки що не закинули в бд поки у РАМі тримають,text,
81,153878,2021-06-25 22:25:20+00:00,PeerUser(user_id=511986933),138918380,,я ще єдине переживаю за РАМ,photo,
82,153877,2021-06-25 22:05:55+00:00,,511986933,,Нічосі,text,
83,153876,2021-06-25 21:49:21+00:00,PeerUser(user_id=511986933),138918380,,ого,text,
84,153875,2021-06-25 21:49:20+00:00,PeerUser(user_id=511986933),138918380,,це коли таке було ?,text,
85,153874,2021-06-25 21:47:07+00:00,PeerUser(user_id=511986933),138918380,,дякую!,text,
86,153873,2021-06-25 21:46:55+00:00,PeerUser(user_id=511986933),138918380,,тут взагалі три підряд однакові тайтли були,text,
87,153872,2021-06-25 21:46:41+00:00,PeerUser(user_id=511986933),138918380,,так краще,text,
88,153871,2021-06-25 21:45:28+00:00,,511986933,,http://46.101.230.30/search?query=%D0%BB%D0%BE%D0%BF%D1%83%D1%88%D0%B0%D0%BD%D1%81%D1%8C%D0%BA%D0%B8%D0%B9,text,
89,153870,2021-06-25 21:40:59+00:00,PeerUser(user_id=511986933),138918380,,агась),text,
90,153869,2021-06-25 21:40:42+00:00,,511986933,,У нас вже є 4 мільйони сайтів,text,
91,153868,2021-06-25 21:39:19+00:00,,511986933,,в процесі,text,
92,153867,2021-06-25 21:39:15+00:00,PeerUser(user_id=511986933),138918380,,що там по вебу  ?,text,
93,153866,2021-06-25 21:39:03+00:00,PeerUser(user_id=511986933),138918380,,ну я і про це і написав),text,
94,153865,2021-06-25 21:38:56+00:00,,511986933,,то перед тим зупинимо тоді,text,
95,153864,2021-06-25 21:38:50+00:00,,511986933,,ну ми ж в 11 бачимося,text,
96,153863,2021-06-25 21:35:30+00:00,PeerUser(user_id=511986933),138918380,,ок ?,text,
97,153862,2021-06-25 21:35:29+00:00,PeerUser(user_id=511986933),138918380,,тоді завтра зранку о 10.45 чи близько того зупинимо кроулерів всі разом,text,
98,153861,2021-06-25 21:26:33+00:00,PeerUser(user_id=511986933),138918380,,якщо що то ми перезапустити можемо)),text,
99,153860,2021-06-25 21:26:11+00:00,PeerUser(user_id=511986933),138918380,,бо всяке може бути,text,
100,153859,2021-06-25 21:26:03+00:00,PeerUser(user_id=511986933),138918380,,краще завтра з ранку щоб воно все спокійно потім спати),text,
101,153858,2021-06-25 21:25:46+00:00,PeerUser(user_id=511986933),138918380,,та нє,text,
102,153857,2021-06-25 21:25:34+00:00,,511986933,,та зупинимо коли зупинимо),text,
103,153856,2021-06-25 21:24:39+00:00,PeerUser(user_id=511986933),138918380,,ранку,text,
104,153855,2021-06-25 21:24:28+00:00,PeerUser(user_id=511986933),138918380,,то коли будемо зупиняти? Давай завтра о 9.45 ?,text,
105,153854,2021-06-25 21:12:35+00:00,PeerUser(user_id=511986933),138918380,,оце точно все,text,
106,153853,2021-06-25 21:12:30+00:00,PeerUser(user_id=511986933),138918380,,,text,
107,153852,2021-06-25 21:10:31+00:00,PeerUser(user_id=511986933),138918380,,зараз ще дещо додам,text,
108,153851,2021-06-25 21:10:27+00:00,PeerUser(user_id=511986933),138918380,,чекай,text,
109,153850,2021-06-25 21:09:23+00:00,PeerUser(user_id=511986933),138918380,,звідси,text,
110,153849,2021-06-25 21:09:15+00:00,PeerUser(user_id=511986933),138918380,,,text,
111,153848,2021-06-25 21:09:06+00:00,PeerUser(user_id=511986933),138918380,,,text,
112,153847,2021-06-25 21:07:02+00:00,PeerUser(user_id=511986933),138918380,,,text,
113,153846,2021-06-25 21:00:37+00:00,PeerUser(user_id=511986933),138918380,,коли буде 5 млн,text,
114,153845,2021-06-25 21:00:29+00:00,PeerUser(user_id=511986933),138918380,,я думаю десь завтра зранку можна буде виключити,text,
115,153844,2021-06-25 20:57:16+00:00,PeerUser(user_id=511986933),138918380,,"бачу, працює",text,
116,153843,2021-06-25 20:55:58+00:00,,511986933,,є,text,
117,153842,2021-06-25 20:55:16+00:00,PeerUser(user_id=511986933),138918380,,"та, попробуй",text,
118,153841,2021-06-25 20:55:04+00:00,,511986933,,я можу його перезапустити,text,
119,153840,2021-06-25 20:54:55+00:00,,511986933,,один,text,
120,153839,2021-06-25 20:54:52+00:00,PeerUser(user_id=511986933),138918380,,а скільки зараз кроулерів не працює ?,text,
121,153838,2021-06-25 20:54:23+00:00,PeerUser(user_id=511986933),138918380,,ну тут все окей,text,
122,153837,2021-06-25 20:53:37+00:00,,511986933,,кровлер один сам зупинився,text,
123,153836,2021-06-25 20:53:32+00:00,,511986933,,я нікого не рухав,text,
124,153835,2021-06-25 20:53:25+00:00,,511986933,,,photo,
125,153834,2021-06-25 20:53:17+00:00,PeerUser(user_id=511986933),138918380,,так а кого ти там кокнув тоді ?,text,
126,153833,2021-06-25 20:53:05+00:00,,511986933,,то я не туди зайшов,text,
127,153832,2021-06-25 20:53:01+00:00,,511986933,,працює,text,
128,153831,2021-06-25 20:53:00+00:00,,511986933,,все ок,text,
129,153830,2021-06-25 20:52:56+00:00,,511986933,,сорі,text,
130,153829,2021-06-25 20:52:55+00:00,,511986933,,а нє,text,
131,153828,2021-06-25 20:52:46+00:00,PeerUser(user_id=511986933),138918380,,все тоді переранити краще,text,
132,153827,2021-06-25 20:52:14+00:00,PeerUser(user_id=511986933),138918380,,ну переранити можна),text,
133,153826,2021-06-25 20:51:52+00:00,,511986933,,контейнер екзітнувся,text,
134,153825,2021-06-25 20:51:42+00:00,,511986933,,таск менеджер не працює,text,
135,153824,2021-06-25 20:51:37+00:00,,511986933,,оу шит,text,
136,153823,2021-06-25 20:48:44+00:00,PeerUser(user_id=511986933),138918380,,а у таск менеджера що там ?,text,
137,153822,2021-06-25 20:47:45+00:00,,511986933,,то вище,text,
138,153821,2021-06-25 20:47:45+00:00,,511986933,,,photo,
139,153820,2021-06-25 20:45:45+00:00,PeerUser(user_id=511986933),138918380,,просто так швидше я гляну),text,
140,153819,2021-06-25 20:45:37+00:00,PeerUser(user_id=511986933),138918380,,давай може сколаємося ?,text,
141,153818,2021-06-25 20:42:56+00:00,PeerUser(user_id=511986933),138918380,,просто то лінка така велика,text,
142,153817,2021-06-25 20:42:48+00:00,PeerUser(user_id=511986933),138918380,,а вище що  там ?,text,
143,153816,2021-06-25 20:41:47+00:00,PeerUser(user_id=511986933),138918380,,щось я не вірю що вони всі лінки забрали),text,
144,153815,2021-06-25 20:41:46+00:00,,511986933,,Це останні 50 логів перед його виходом,text,
145,153814,2021-06-25 20:41:40+00:00,,511986933,,,photo,
146,153813,2021-06-25 20:40:55+00:00,,511986933,,,text,
147,153812,2021-06-25 20:39:13+00:00,,511986933,,,photo,
148,153811,2021-06-25 20:38:53+00:00,,511986933,,,photo,
149,153810,2021-06-25 20:38:35+00:00,PeerUser(user_id=511986933),138918380,,мені треба що у них там по логах,text,
150,153809,2021-06-25 20:38:33+00:00,,511986933,,,photo,
151,153808,2021-06-25 20:38:28+00:00,PeerUser(user_id=511986933),138918380,,та це я і так бачу),text,
152,153807,2021-06-25 20:38:17+00:00,,511986933,,,photo,
153,153806,2021-06-25 20:38:02+00:00,PeerUser(user_id=511986933),138918380,,я тому і хочу бачити логи,text,
154,153805,2021-06-25 20:37:56+00:00,,511986933,,еластік,text,
155,153804,2021-06-25 20:37:55+00:00,,511986933,,,photo,
156,153803,2021-06-25 20:37:53+00:00,PeerUser(user_id=511986933),138918380,,вот вот,text,
157,153802,2021-06-25 20:37:37+00:00,,511986933,,таск менеджер,text,
158,153801,2021-06-25 20:37:33+00:00,,511986933,,,photo,
159,153800,2021-06-25 20:35:56+00:00,,511986933,,о прикольно)),text,
160,153799,2021-06-25 19:53:48+00:00,PeerUser(user_id=511986933),138918380,,Просто цікаво чи там затримки на чомусь немає,text,
161,153798,2021-06-25 19:53:13+00:00,PeerUser(user_id=511986933),138918380,,Може зараз маєш час глянути що там пару кроулерів роблять та таск менеджер ?,text,
162,153794,2021-06-25 19:43:26+00:00,PeerUser(user_id=511986933),138918380,,це в самому останьому датагріпі,text,
163,153793,2021-06-25 19:43:19+00:00,PeerUser(user_id=511986933),138918380,,знайшов ще один спосіб де дивитися можна скільки памяті залишилося,photo,
164,153792,2021-06-25 17:57:03+00:00,,511986933,,Та,text,
165,153791,2021-06-25 17:56:39+00:00,PeerUser(user_id=511986933),138918380,,тобі ж до речі завтра ок на 11.00 буде ?,text,
166,153790,2021-06-25 17:51:09+00:00,,511986933,,Без поняття😅,text,
167,153789,2021-06-25 17:51:03+00:00,PeerUser(user_id=511986933),138918380,,паркет читається,text,
168,153788,2021-06-25 17:50:56+00:00,PeerUser(user_id=511986933),138918380,,?,text,
169,153787,2021-06-25 17:50:54+00:00,PeerUser(user_id=511986933),138918380,,parqetue &,text,
170,153786,2021-06-25 17:50:22+00:00,,511986933,,Я не запам‘ятав того(( То було якесь незнайоме мені слово,text,
171,153785,2021-06-25 17:49:38+00:00,PeerUser(user_id=511986933),138918380,,а що за структура даних ? Він не говорив ? Просто того не можу знайти для df.show(),text,
172,153784,2021-06-25 17:01:46+00:00,PeerUser(user_id=511986933),138918380,,проте там теорія просто бомбезно пояснена,text,
173,153783,2021-06-25 17:01:35+00:00,PeerUser(user_id=511986933),138918380,,але на джава на жаль,text,
174,153782,2021-06-25 17:01:30+00:00,PeerUser(user_id=511986933),138918380,,по кафці,text,
175,153781,2021-06-25 17:01:18+00:00,PeerUser(user_id=511986933),138918380,,оце крутий курс,text,
176,153780,2021-06-25 17:01:10+00:00,PeerUser(user_id=511986933),138918380,,https://freecoursesite.com/apache-kafka-series-learn-apache-kafka-for-beginners-v2-12/,text,
177,153779,2021-06-25 17:00:29+00:00,PeerUser(user_id=511986933),138918380,,тільки по спарку питали чи ще по кафці щось ?,text,
178,153778,2021-06-25 17:00:08+00:00,PeerUser(user_id=511986933),138918380,,типу там коли виконується перша ячейка то воно кешує ?,text,
179,153777,2021-06-25 16:58:42+00:00,PeerUser(user_id=511986933),138918380,,воно перші 20 тільки показує,text,
180,153776,2021-06-25 16:58:36+00:00,PeerUser(user_id=511986933),138918380,,але це теж дуже вагоме,text,
181,153775,2021-06-25 16:58:08+00:00,,511986933,,Під капотом які воно функції викликає,text,
182,153774,2021-06-25 16:57:58+00:00,,511986933,,І у використанні структур даних,text,
183,153773,2021-06-25 16:57:53+00:00,,511986933,,Там справа в кешуванні,text,
184,153772,2021-06-25 16:57:35+00:00,PeerUser(user_id=511986933),138918380,,друга щвидка бо там по дефолту 20 рядків тільки взято,text,
185,153771,2021-06-25 16:57:28+00:00,,511986933,,І питали про кешування в спарку,text,
186,153770,2021-06-25 16:57:03+00:00,,511986933,,"Spark: 1) есть следующий код на pyspark, написанный в 3 ячейках jupyter/zeppelin ноутбука: ----- df = spark.read.table(...).select(...) ----- df.show() ----- df.count() ----- 2-я ячейка выполняется быстро, порядка 20 секунд 3-я - долго, порядка 5 минут почему так? можно ли как-то ускорить 3-ю ячейку?",text,
187,153769,2021-06-25 16:56:42+00:00,PeerUser(user_id=511986933),138918380,,там то все є),text,
188,153768,2021-06-25 16:56:39+00:00,PeerUser(user_id=511986933),138918380,,так просто 100 питань для інтервю по спарку треба було прочитати,text,
189,153767,2021-06-25 16:56:14+00:00,,511986933,,"Питали хайв, сноуфлейк, адвансд спарк і ще пару слів, невідомих мені😅",text,
190,153766,2021-06-25 16:55:42+00:00,PeerUser(user_id=511986933),138918380,,а про що ж питали ?,text,
191,153765,2021-06-25 16:55:19+00:00,,511986933,,І ми вирішили не тратити часу,text,
192,153764,2021-06-25 16:55:05+00:00,,511986933,,Я нічого не знав з того що питали((,text,
193,153763,2021-06-25 16:54:55+00:00,,511986933,,Закінчилася за 20хв,text,
194,153762,2021-06-25 16:54:50+00:00,,511986933,,Погано😅,text,
195,153761,2021-06-25 16:54:42+00:00,PeerUser(user_id=511986933),138918380,,Ну і як співбусіда з клієнтом ?),text,
196,153749,2021-06-25 15:21:15+00:00,PeerUser(user_id=511986933),138918380,,це типу щоб  вона поглянула ?,text,
197,153748,2021-06-25 15:20:51+00:00,PeerUser(user_id=511986933),138918380,,Я не впевнений що це було в її планах),text,
198,153747,2021-06-25 15:19:11+00:00,,511986933,,Щоб може Наталя після випускного ще приєдналася,text,
199,153746,2021-06-25 15:18:55+00:00,,511986933,,Краще на після обіду,text,
200,153740,2021-06-25 14:39:42+00:00,PeerUser(user_id=511986933),138918380,,Десь зранку ?,text,
201,153739,2021-06-25 14:39:23+00:00,PeerUser(user_id=511986933),138918380,,На котру завтра бронюємо ?,text,
202,153738,2021-06-25 14:38:54+00:00,,511986933,,Я просто хз коли приїду,text,
203,153737,2021-06-25 14:38:46+00:00,PeerUser(user_id=511986933),138918380,,Можу почекати,text,
204,153736,2021-06-25 14:38:42+00:00,PeerUser(user_id=511986933),138918380,,Я поки в уку,text,
205,153735,2021-06-25 14:38:39+00:00,PeerUser(user_id=511986933),138918380,,Так а тобі з короюками ще треба допомагати ?),text,
206,153706,2021-06-25 11:33:53+00:00,,511986933,,чи ращзом на вас?,text,
207,153705,2021-06-25 11:33:49+00:00,,511986933,,Тобі і Максу?,text,
208,153704,2021-06-25 11:33:47+00:00,,511986933,,А вам фідбек для Олеся писали окремо?,text,
209,153703,2021-06-25 11:33:39+00:00,,511986933,,Денис,text,
210,153702,2021-06-25 11:28:52+00:00,PeerUser(user_id=511986933),138918380,,дякую!,text,
211,153701,2021-06-25 11:28:34+00:00,PeerUser(user_id=511986933),138918380,,та хай вже. Мені хоча б з твого акаунта,text,
212,153700,2021-06-25 11:28:33+00:00,,511986933,,,photo,
213,153699,2021-06-25 11:28:18+00:00,PeerUser(user_id=511986933),138918380,,а на твоєму акаунті,text,
214,153698,2021-06-25 11:27:55+00:00,,511986933,"MessageFwdHeader(date=datetime.datetime(2021, 6, 25, 11, 27, 15, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerUser(user_id=667113317), from_name=None, channel_post=None, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)",Поки що нема,text,
215,153697,2021-06-25 11:26:46+00:00,PeerUser(user_id=511986933),138918380,,бо той старий,text,
216,153696,2021-06-25 11:26:43+00:00,PeerUser(user_id=511986933),138918380,,там новий прийшов,text,
217,153695,2021-06-25 11:26:38+00:00,PeerUser(user_id=511986933),138918380,,а можеш ще раз сказати,text,
218,153694,2021-06-25 11:25:22+00:00,PeerUser(user_id=511986933),138918380,,дякую),text,
219,153693,2021-06-25 11:25:08+00:00,,511986933,"MessageFwdHeader(date=datetime.datetime(2021, 6, 25, 11, 24, 57, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerUser(user_id=667113317), from_name=None, channel_post=None, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)",,photo,
220,153692,2021-06-25 10:01:03+00:00,,511986933,,сам хвилююся за це),text,
221,153691,2021-06-25 10:00:53+00:00,,511986933,,але мені ще не відписали,text,
222,153690,2021-06-25 10:00:49+00:00,,511986933,,"Я їм ще зранку написав, чи можна перенести",text,
223,153689,2021-06-25 10:00:27+00:00,PeerUser(user_id=511986933),138918380,,Напиши тоді як у тебе там з тим дзвінком на 19.00 щоб я не турбувався),text,
224,153688,2021-06-25 09:07:01+00:00,PeerUser(user_id=511986933),138918380,,"я розумію тому і ""якось"" слово додав)",text,
225,153687,2021-06-25 08:28:28+00:00,,511986933,,Зараз не можу,text,
226,153686,2021-06-25 07:24:54+00:00,PeerUser(user_id=511986933),138918380,,Бо щось я думав буде якось швидше бо воно за 11 годин всього 575к сторінок пропарсило,text,
227,153685,2021-06-25 07:24:23+00:00,PeerUser(user_id=511986933),138918380,,Вони там відвідують сторінки чи може на чомусь іншомк застряли,text,
228,153684,2021-06-25 07:23:53+00:00,PeerUser(user_id=511986933),138918380,,А можеш якось в логи поглянути на одному з кроулерів чи на декількох,text,
229,153682,2021-06-25 07:08:33+00:00,PeerUser(user_id=511986933),138918380,,ну то не в робочий час по суті,text,
230,153681,2021-06-25 07:08:14+00:00,PeerUser(user_id=511986933),138918380,,а ти не можеш попросити перенести ?,text,
231,153680,2021-06-25 07:08:06+00:00,PeerUser(user_id=511986933),138918380,,ой,text,
232,153679,2021-06-25 07:08:00+00:00,,511986933,,На 19:00 сьогодні,text,
233,153678,2021-06-25 07:07:52+00:00,PeerUser(user_id=511986933),138918380,,а що не подобається ?,text,
234,153677,2021-06-25 07:07:22+00:00,,511986933,,((((,text,
235,153676,2021-06-25 07:07:17+00:00,,511986933,,,photo,
236,153664,2021-06-25 02:10:25+00:00,PeerUser(user_id=511986933),138918380,,я всі лінки додав),photo,
237,153663,2021-06-25 02:09:35+00:00,PeerUser(user_id=511986933),138918380,,а на всіх інших працює,text,
238,153662,2021-06-25 02:08:07+00:00,PeerUser(user_id=511986933),138918380,,,photo,
239,153661,2021-06-25 02:08:05+00:00,PeerUser(user_id=511986933),138918380,,оце дуже цікаво — у Діми на акаунті 2 кроулери вже 20 хв не працюють,text,
240,153659,2021-06-24 21:31:55+00:00,PeerUser(user_id=511986933),138918380,,мабуть тупить воно,text,
241,153658,2021-06-24 21:31:39+00:00,,511986933,,то хіба воно само,text,
242,153657,2021-06-24 21:31:34+00:00,,511986933,,я не робив,text,
243,153656,2021-06-24 21:31:31+00:00,,511986933,,ого,text,
244,153655,2021-06-24 21:25:42+00:00,PeerUser(user_id=511986933),138918380,,а тут пише що робив репліку,photo,
245,153654,2021-06-24 21:25:16+00:00,,511986933,,зайти на неї хіба,text,
246,153653,2021-06-24 21:25:07+00:00,,511986933,,нє,text,
247,153652,2021-06-24 21:25:05+00:00,,511986933,,ага),text,
248,153651,2021-06-24 21:22:52+00:00,PeerUser(user_id=511986933),138918380,,а де можна поглянути скільки памяті на конкретній машині занято на ДО ?,text,
249,153650,2021-06-24 21:20:03+00:00,PeerUser(user_id=511986933),138918380,,у кластері,text,
250,153649,2021-06-24 21:19:58+00:00,PeerUser(user_id=511986933),138918380,,ти одну репліку зробив до речі ?,text,
251,153648,2021-06-24 21:17:39+00:00,PeerUser(user_id=511986933),138918380,,"до речі, треба буде якось на високий замок сходити) Я там ніколи не був а Макс щось цікаве розказував",text,
252,153647,2021-06-24 21:16:01+00:00,,511986933,,тому питаю коли на гроші розраховувати😂,text,
253,153646,2021-06-24 21:15:51+00:00,,511986933,,я просто тоді бонус отримаю),text,
254,153645,2021-06-24 21:15:39+00:00,PeerUser(user_id=511986933),138918380,,а що ?,text,
255,153644,2021-06-24 21:15:26+00:00,PeerUser(user_id=511986933),138918380,,мабуть,text,
256,153643,2021-06-24 21:15:11+00:00,,511986933,,То в тебе ще чіл чіл чіл),text,
