,id,date,from_id,to_id,fwd_from,message,type,duration
47,152835,2021-06-16 12:13:42+00:00,PeerUser(user_id=511986933),347963763,,вот это полезно может быть,text,
48,152832,2021-06-16 12:13:33+00:00,PeerUser(user_id=511986933),347963763,,https://stackoverflow.com/questions/2686254/how-to-select-all-records-from-one-table-that-do-not-exist-in-another-table,photo,
49,152814,2021-06-16 12:06:16+00:00,PeerUser(user_id=511986933),347963763,,,voice,39
50,152795,2021-06-15 13:36:31+00:00,PeerUser(user_id=511986933),347963763,,"trigger, view, indeces in PostgreSQL",text,
51,152794,2021-06-15 13:36:10+00:00,PeerUser(user_id=511986933),347963763,,https://en.wikipedia.org/wiki/Database_normalization,photo,
52,152793,2021-06-15 13:35:38+00:00,PeerUser(user_id=511986933),347963763,,"Database System Concepts, by Abraham Silberschatz, Hank Korth, and S. Sudarshan
Database Systems: The Complete Book, by Hector Garcia-Molina, Jeffrey D. Ullman, Jennifer Widom
Fundamentals of Database Systems 7th Edition, by Ramez Elmasri, Shamkant Navathe",text,
53,152792,2021-06-15 13:35:28+00:00,PeerUser(user_id=511986933),347963763,,https://www.hackerrank.com/domains/sql?filters%5Bskills%5D%5B%5D=SQL%20%28Basic%29,photo,
54,152791,2021-06-15 13:35:16+00:00,PeerUser(user_id=511986933),347963763,,https://www.edx.org/course/databases-5-sql,photo,
55,152790,2021-06-15 13:34:37+00:00,PeerUser(user_id=511986933),347963763,,https://online.stanford.edu/courses/soe-ydatabases-databases,text,
56,152789,2021-06-15 13:34:15+00:00,PeerUser(user_id=511986933),347963763,,https://pgexercises.com/questions/basic/,text,
57,152772,2021-06-15 11:41:16+00:00,PeerUser(user_id=511986933),347963763,,можно попробовать,text,
58,152771,2021-06-15 11:41:12+00:00,PeerUser(user_id=511986933),347963763,,не знаю,text,
59,152770,2021-06-15 11:41:05+00:00,,511986933,,а по старой уже нельзя?),text,
60,152769,2021-06-15 11:40:43+00:00,PeerUser(user_id=511986933),347963763,,сейчас кину линку,text,
61,152768,2021-06-15 11:40:40+00:00,PeerUser(user_id=511986933),347963763,,я тоже,text,
62,152767,2021-06-15 11:39:51+00:00,,511986933,,я готов :),text,
63,152763,2021-06-15 11:23:28+00:00,PeerUser(user_id=511986933),347963763,,,photo,
64,152687,2021-06-14 06:46:31+00:00,PeerUser(user_id=511986933),347963763,,О прикольно,text,
65,152686,2021-06-14 06:46:19+00:00,,511986933,,В епаме,text,
66,152685,2021-06-14 06:46:10+00:00,PeerUser(user_id=511986933),347963763,,А где это тебе такие вопромы задавали ?,text,
67,152684,2021-06-14 06:46:01+00:00,PeerUser(user_id=511986933),347963763,,"Ага, прикольно)",text,
68,152683,2021-06-14 06:45:35+00:00,,511986933,,"Да, можно и вместе. Никто не мешает :)",text,
69,152682,2021-06-14 06:44:49+00:00,,511986933,,"Да, это мой провтык))
Там Dependency inversion principle :)
Суть в том, что более высокие классы не должны зависеть от более низких. Оба должны зависеть от абстракций. Это добавляет невероятную гибкость, ведь ты сможешь в высокий клас подставлять любую реализацию абстракции и он будет отлично работать :)",text,
70,152681,2021-06-14 06:42:37+00:00,PeerUser(user_id=511986933),347963763,,А можна и одновременно),text,
71,152680,2021-06-14 06:39:12+00:00,,511986933,,"Нет, это отдельно было)
Сделать либо дескриптор, либо декоратор)",text,
72,152674,2021-06-13 21:34:00+00:00,PeerUser(user_id=511986933),347963763,,А ты что на такое ответил ?,text,
73,152673,2021-06-13 21:33:53+00:00,PeerUser(user_id=511986933),347963763,,,voice,46
74,152672,2021-06-13 21:31:10+00:00,PeerUser(user_id=511986933),347963763,,Если так то можна что-то похожее на Lazyproperty сделвть,text,
75,152671,2021-06-13 21:30:36+00:00,PeerUser(user_id=511986933),347963763,,А как это декоратор\дескриптор ?) Это типа дескриптор что есть декоратором ?,text,
76,152657,2021-06-13 18:37:51+00:00,,511986933,,К юнит :),text,
77,152634,2021-06-13 14:48:42+00:00,PeerUser(user_id=511986933),347963763,,В интернете вроде не нахожу,text,
78,152633,2021-06-13 14:48:32+00:00,PeerUser(user_id=511986933),347963763,,"Назар, ты случайно не знаешь mock тесты относяться к юнитестам или интеграционным ? Просто я думаю к юнитестам но все же хочу перспросить",text,
79,152625,2021-06-13 13:48:33+00:00,,511986933,,😉,sticker,
80,152624,2021-06-13 13:48:18+00:00,PeerUser(user_id=511986933),347963763,,Есть,text,
81,152623,2021-06-13 13:46:39+00:00,PeerUser(user_id=511986933),347963763,,Хорошо. Все будет сейчас,text,
82,152622,2021-06-13 13:45:21+00:00,,511986933,,"Да, ок)
Пришли мне, пожалуйста, приглашение на google meet на nazar.ponochevnyi@gmail.com",text,
83,152621,2021-06-13 13:30:58+00:00,PeerUser(user_id=511986933),347963763,,когда тебе у вт будет удобно ? Где-то на 13.30 ок ?,text,
84,152620,2021-06-13 13:28:57+00:00,PeerUser(user_id=511986933),347963763,"MessageFwdHeader(date=datetime.datetime(2021, 5, 28, 19, 49, 35, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerUser(user_id=511986933), from_name=None, channel_post=None, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)",,text,
85,152618,2021-06-13 13:26:40+00:00,PeerUser(user_id=511986933),347963763,,"У меня интервью о следующих темах должно быть:
1) Пайтон: ну ты знаешь какого рода там вопросы. Более практические

2) БД: типа там спланировать ERD (Entity Relation Diagram), ACID ну и что придумаешь)

3) Докер та клауды: здесь чисто теория

4) По проектам расспросить

5) О каких-то скилах расспросить из моего сиви",text,
86,152617,2021-06-13 13:23:30+00:00,PeerUser(user_id=511986933),347963763,,"О, очень круто",text,
87,152613,2021-06-13 13:22:23+00:00,,511986933,,"привет)
я не уверен, что я хороший интервьюер, но можем попробовать :)",text,
88,152612,2021-06-13 13:21:41+00:00,PeerUser(user_id=511986933),347963763,,Я тебе скажу по каким темам нужно будет спрашивать,text,
89,152611,2021-06-13 13:21:21+00:00,PeerUser(user_id=511986933),347963763,,Очень меня выручишь!),text,
90,152610,2021-06-13 13:21:11+00:00,PeerUser(user_id=511986933),347963763,,Ты подбереш какие-то вопросы мне и где-то на часик созвонимся,text,
91,152609,2021-06-13 13:20:51+00:00,PeerUser(user_id=511986933),347963763,,Это будет очень полезно мне,text,
92,152608,2021-06-13 13:20:42+00:00,PeerUser(user_id=511986933),347963763,,Привет Назар! А получиться ли у тебя созвониться как-то у вт это и повести мини интервью ?,text,
93,152567,2021-06-12 20:47:51+00:00,,511986933,,обращайся),text,
94,152566,2021-06-12 20:47:21+00:00,PeerUser(user_id=511986933),347963763,,большое спасибо! я тепер понял в какую сторону копать,text,
95,152565,2021-06-12 20:46:24+00:00,,511986933,,"ну, все сейчас не вспомню :) 
помню точно, что просили написать класс, потом сделать декоратор\дескриптор и показать dependency segregation через композицию, а не наследование.

вообще, проходить собеседования - это навык, а не экзамен. тут надо просто много ходить и со временем ты поймешь схему)
мне оффер дали только на 15-18 собеседование :)",text,
96,152564,2021-06-12 20:43:30+00:00,PeerUser(user_id=511986933),347963763,,а какие хотябы примеры кода просили написать ?,text,
97,152563,2021-06-12 20:43:00+00:00,,511986933,,"прям задачи у епама не было.
задачки типа литкода мне давали только в американских и европейских компаниях, а украинские больше спрашивают про технологии, а не на логику",text,
98,152562,2021-06-12 20:41:32+00:00,PeerUser(user_id=511986933),347963763,,так не было никакой задачки типа ?,text,
99,152561,2021-06-12 20:41:20+00:00,,511986933,,там много всего было,text,
100,152560,2021-06-12 20:41:04+00:00,,511986933,,у епама просто мы с ним общались и он просил писать тот или иной код к заданию,text,
101,152559,2021-06-12 20:40:19+00:00,PeerUser(user_id=511986933),347963763,,а какие тебе давали практические задания ?,text,
102,152558,2021-06-12 20:39:57+00:00,PeerUser(user_id=511986933),347963763,,спасибо большое!!!,text,
103,152557,2021-06-12 20:39:51+00:00,PeerUser(user_id=511986933),347963763,,о прикольно,text,
104,152556,2021-06-12 20:39:17+00:00,,511986933,,"а да. я перечитывал про магические методы, чтобы понимать, чем отличается new от init, repr от str, как делать свои менеджеры контекста и как через dict обойти дескриптор",text,
105,152555,2021-06-12 20:36:15+00:00,PeerUser(user_id=511986933),347963763,,ты когда то такое говорил,text,
106,152554,2021-06-12 20:36:10+00:00,PeerUser(user_id=511986933),347963763,,а о класах еще что-то читал у пайтоне ? типа как там new делать ?,text,
107,152553,2021-06-12 20:35:28+00:00,PeerUser(user_id=511986933),347963763,,потому и спрашиваю,text,
108,152552,2021-06-12 20:35:24+00:00,PeerUser(user_id=511986933),347963763,,в эту среду,text,
109,152551,2021-06-12 20:35:17+00:00,PeerUser(user_id=511986933),347963763,,у меня 16 числа буде),text,
110,152539,2021-06-12 20:27:24+00:00,,511986933,,я вроде по SOLID'у читал и про пирамиду тестирования,text,
111,152538,2021-06-12 20:26:51+00:00,,511986933,,"тогда уже пора :)
просто подай заявку на их сайте и тебе рекрутер назначит тех. интервью.",text,
112,152534,2021-06-12 20:25:03+00:00,PeerUser(user_id=511986933),347963763,,а можешь скинуть по каких темах ты стати читал,text,
113,152532,2021-06-12 20:24:45+00:00,PeerUser(user_id=511986933),347963763,,еще нет,text,
114,152528,2021-06-12 20:22:42+00:00,,511986933,,"я думаю, что твоих знаний тебе уже вполне достаточно :)",text,
115,152527,2021-06-12 20:22:22+00:00,,511986933,,а ты уже был на собеседовании в епам?),text,
116,152526,2021-06-12 20:22:08+00:00,,511986933,,"поэтому не знаю, есть ли какая-то книга где уже все это есть)",text,
117,152525,2021-06-12 20:21:28+00:00,,511986933,,"привет)
я после каждого собеседования выписывал себе что я не знал и точечно читал статьи :)",text,
118,152469,2021-06-12 17:53:06+00:00,PeerUser(user_id=511986933),347963763,,интересно может какую то книгу можешь посоветовать,text,
119,152468,2021-06-12 17:52:51+00:00,PeerUser(user_id=511986933),347963763,,ты говорил что там едванснутый пайтон требуют,text,
120,152467,2021-06-12 17:52:34+00:00,PeerUser(user_id=511986933),347963763,,Привет Назар! Хотел у тебя еще спросить касательно того а как ты далше углублял знания в теории пайтона после того как ты на собеседованиях был,text,
121,152283,2021-06-11 20:39:22+00:00,,511986933,,Я учил докер по статьям digitalocean)),text,
122,152281,2021-06-11 19:28:50+00:00,PeerUser(user_id=511986933),347963763,,можеть знаешь какие-то курсы ?,text,
123,152280,2021-06-11 19:28:42+00:00,PeerUser(user_id=511986933),347963763,,а как ты докер учил ?,text,
124,152279,2021-06-11 19:04:20+00:00,PeerUser(user_id=511986933),347963763,,А потом больше в то углубимся,text,
125,152278,2021-06-11 19:04:13+00:00,PeerUser(user_id=511986933),347963763,,У нас АКС перед ОС потому как АКС для работодателя круче)),text,
126,152277,2021-06-11 19:03:53+00:00,PeerUser(user_id=511986933),347963763,,О круто,text,
127,152270,2021-06-11 18:47:19+00:00,,511986933,,"Ну в КПИ не так круто :)
У нас были просто лабки и расчетные по разным предметам.
Самые интерсные, конечно, были последние лабки :)
По Алгоритмам и СД в последней лабе надо было проанализировать огромные книги (несколько томов) и реализовать поиск по слову с помощью бинарного дерева.

По Системному программированию мы писали на Windows API систему отеля, в которой в 2-ух процессах отдельно администрация отеля с несколькими потоками-администраторами и во втором процессе до 10,000 потоков-клиентов. Задача: реализовать логику запроса бронирования комнаты.

По Операционным системам мы писали в последней лабке на POSIX задачу про философов, которые едят (там тоже просто надо синхронизировать linux threads).

А сегодня сдавал экзамен по классической механике (там у нас механика лагранжа/гамильтона, спец. теория относительности, элементы квантовой механики и теории поля)",text,
128,152269,2021-06-11 18:38:38+00:00,,511986933,,Получается всего было 5 проектов на пол года?),text,
129,152268,2021-06-11 18:38:34+00:00,PeerUser(user_id=511986933),347963763,,какие большые работы были ?,text,
130,152267,2021-06-11 18:38:29+00:00,PeerUser(user_id=511986933),347963763,,что  делали ?,text,
131,152266,2021-06-11 18:38:26+00:00,PeerUser(user_id=511986933),347963763,,а у вас как ?,text,
132,152265,2021-06-11 18:37:53+00:00,PeerUser(user_id=511986933),347963763,,* писали),text,
133,152264,2021-06-11 18:37:47+00:00,PeerUser(user_id=511986933),347963763,,по бд один также и по линейной алгебре один проэкт на основе которого пейпер читали,text,
134,152263,2021-06-11 18:37:25+00:00,PeerUser(user_id=511986933),347963763,,по АКС один большой,text,
135,152262,2021-06-11 18:37:21+00:00,PeerUser(user_id=511986933),347963763,,по Вебу даже два проэкта,text,
136,152261,2021-06-11 18:37:11+00:00,PeerUser(user_id=511986933),347963763,,у нас4 проэкта по кажтому из профильных есть,text,
137,152260,2021-06-11 18:36:38+00:00,,511986933,,"Нормально так :)
Но вы параллельно несколько проектов делали по каждому предмету, да?)",text,
138,152259,2021-06-11 18:36:09+00:00,PeerUser(user_id=511986933),347963763,,втроем,text,
139,152258,2021-06-11 18:35:58+00:00,PeerUser(user_id=511986933),347963763,,4 месяца,text,
140,152257,2021-06-11 18:35:42+00:00,,511986933,,Сколько вы его делали?)),text,
141,152256,2021-06-11 18:35:33+00:00,,511986933,,Вау! Это очень круто 🔥,text,
142,152255,2021-06-11 18:32:05+00:00,PeerUser(user_id=511986933),347963763,,ты затесть скоростьпросто поиска)))),text,
143,152254,2021-06-11 18:31:58+00:00,PeerUser(user_id=511986933),347963763,,там 5 милионов страниц,text,
144,152253,2021-06-11 18:31:44+00:00,PeerUser(user_id=511986933),347963763,,преза,text,
145,152252,2021-06-11 18:31:41+00:00,PeerUser(user_id=511986933),347963763,,https://docs.google.com/presentation/d/1pQL-DC4ZW6Npxz9_JAnjFg-MhNRH7c67V9IlT58JPR4/edit?usp=sharing,photo,
146,152251,2021-06-11 18:31:15+00:00,,511986933,,А в чем суть проекта?),text,
147,152250,2021-06-11 18:31:15+00:00,PeerUser(user_id=511986933),347963763,,из семафора можно также conditional variable сделать,text,
148,152249,2021-06-11 18:31:07+00:00,,511986933,,Все верно))))),text,
149,152248,2021-06-11 18:30:49+00:00,PeerUser(user_id=511986933),347963763,,в том что мютекс можно захватить другим потоком а семафор нет,text,
150,152247,2021-06-11 18:29:59+00:00,PeerUser(user_id=511986933),347963763,,но есть отличия,text,
151,152246,2021-06-11 18:29:55+00:00,PeerUser(user_id=511986933),347963763,,мютекс можно вважать как бинарный семафор,text,
152,152245,2021-06-11 18:29:40+00:00,,511986933,,Чем мютекс от семафора отличается?),text,
153,152244,2021-06-11 18:29:39+00:00,PeerUser(user_id=511986933),347963763,"MessageFwdHeader(date=datetime.datetime(2021, 6, 11, 13, 35, 15, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerUser(user_id=138918380), from_name=None, channel_post=None, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)",http://46.101.230.30/,text,
154,152243,2021-06-11 18:29:29+00:00,PeerUser(user_id=511986933),347963763,,у наспроэкт был)),text,
155,152242,2021-06-11 18:29:24+00:00,PeerUser(user_id=511986933),347963763,,там о паралельном програмировании учили,text,
156,152241,2021-06-11 18:29:21+00:00,,511986933,,И как прошло?),text,
157,152240,2021-06-11 18:29:10+00:00,PeerUser(user_id=511986933),347963763,,Архитектура компютерных систем,text,
158,152239,2021-06-11 18:29:00+00:00,PeerUser(user_id=511986933),347963763,,АКС,text,
159,152238,2021-06-11 18:28:55+00:00,,511986933,,Какой предмет?),text,
160,152237,2021-06-11 18:28:48+00:00,,511986933,,Поздравляю)),text,
161,152236,2021-06-11 18:28:39+00:00,PeerUser(user_id=511986933),347963763,,я  тоже)),text,
162,152235,2021-06-11 18:28:29+00:00,,511986933,,Сегодня последний сдал :),text,
163,152230,2021-06-11 18:23:54+00:00,PeerUser(user_id=511986933),347963763,,а когда у тебя екзаме ны заканчива.ться ?,text,
164,152228,2021-06-11 18:17:56+00:00,,511986933,,"Привет)
Хорошо :)
Да, можем запланировать на 19 число 😉",text,
165,152225,2021-06-11 18:11:40+00:00,PeerUser(user_id=511986933),347963763,,?,text,
166,152224,2021-06-11 18:11:35+00:00,PeerUser(user_id=511986933),347963763,,Давай у сб следующую планировать дзвонок касательно этого,text,
167,152223,2021-06-11 18:10:59+00:00,PeerUser(user_id=511986933),347963763,,Точнее как-то нужно будет созвониться чтобы решить как его лучше отдать,text,
168,152222,2021-06-11 18:10:29+00:00,PeerUser(user_id=511986933),347963763,,По хармиксу веб апке,text,
169,152221,2021-06-11 18:10:18+00:00,PeerUser(user_id=511986933),347963763,,Пока не забыл. Я тебе с четверга смогу отдать наш проэкт что мы с парнями делали,text,
170,152220,2021-06-11 18:09:34+00:00,PeerUser(user_id=511986933),347963763,,Привет Назар!,text,
171,150483,2021-06-05 18:47:32+00:00,,511986933,,"да, теперь лучше)",text,
172,150481,2021-06-05 18:32:53+00:00,PeerUser(user_id=511986933),347963763,,мы там кстати немного стили пофиксили,text,
173,150480,2021-06-05 18:32:40+00:00,PeerUser(user_id=511986933),347963763,,http://evening-ocean-61945.herokuapp.com/,text,
174,150442,2021-06-05 11:28:51+00:00,,511986933,,"поработать я всегда успею, а вот поучиться и рискнуть со стартапами - нет :)",text,
175,150441,2021-06-05 11:28:24+00:00,,511986933,,"я думал еще попробовать запустить моб. апку летом, немного получить теорию и поделать самостоятельно проекты :)",text,
176,150422,2021-06-05 10:24:17+00:00,PeerUser(user_id=511986933),347963763,,А почему ты летом не хочешь на работу пойти ?,text,
177,150421,2021-06-05 10:24:04+00:00,PeerUser(user_id=511986933),347963763,,Плюс там еще нужно уметь работать в компании что также как скил ижет,text,
178,150420,2021-06-05 10:23:44+00:00,PeerUser(user_id=511986933),347963763,,А от работа над разными проэктами это уже с опытом приходит,text,
179,150419,2021-06-05 10:23:24+00:00,PeerUser(user_id=511986933),347963763,,Да безусловно у тебя очень мощный стартап и очень крутые технологии. Но мне кажеться тут еще нужно уметь работать в разных проэктах и быстро осваивать их архитектуру идеи а также быстро учиться,text,
180,150418,2021-06-05 10:02:46+00:00,,511986933,,"Да, я поэтому вокруг себя создаю реальный опыт :)",text,
181,150416,2021-06-05 10:02:16+00:00,,511986933,,"Просто мне кажется, что тебя уже могут на стронг мидла взять спокойно :)",text,
182,150415,2021-06-05 10:01:46+00:00,,511986933,,А ты уже проходил собеседование или еще думаешь?,text,
183,150414,2021-06-05 09:59:53+00:00,PeerUser(user_id=511986933),347963763,,Я думал лучще с какого то мидла начать и потом поучиться многому и синьором стать,text,
184,150413,2021-06-05 09:59:29+00:00,PeerUser(user_id=511986933),347963763,,На многих проектах,text,
185,150412,2021-06-05 09:59:13+00:00,PeerUser(user_id=511986933),347963763,,Но там много реального опыта нужно,text,
186,150411,2021-06-05 09:58:59+00:00,PeerUser(user_id=511986933),347963763,,Хорошо целишся. Уважаю,text,
187,150410,2021-06-05 09:58:46+00:00,PeerUser(user_id=511986933),347963763,,На senior сразу ?,text,
188,150409,2021-06-05 09:50:49+00:00,,511986933,,"согласен)
думаю этим летом еще позаниматься harmix'ом, подготовкой к международной олимпиаде kpi open 2021, учебой, стажировками\хакатонами и с осени буду проходить собеседование на senior'а в epam\globallogic\ciklum\luxoft :)",text,
189,150408,2021-06-05 09:45:06+00:00,,511986933,,"да, иногда слушаю. летом буду чаще :)",text,
190,150406,2021-06-05 09:42:19+00:00,,511986933,,"ого, молодцы ребята)",text,
191,150405,2021-06-05 09:41:33+00:00,PeerUser(user_id=511986933),347963763,,и причем если это отдаленно то можно успеть с учебой,text,
192,150404,2021-06-05 09:41:18+00:00,PeerUser(user_id=511986933),347963763,,просто на фултайме больше возможностей и интереснее проэкты,text,
193,150403,2021-06-05 09:41:02+00:00,PeerUser(user_id=511986933),347963763,,я думаю также на фултайм пойти,text,
194,150402,2021-06-05 09:40:52+00:00,PeerUser(user_id=511986933),347963763,,как-то выжили,text,
195,150401,2021-06-05 09:40:41+00:00,PeerUser(user_id=511986933),347963763,,у нас на 3 курсе много очень людей фул тайм работают,text,
196,150400,2021-06-05 09:40:01+00:00,PeerUser(user_id=511986933),347963763,,и что),text,
197,150399,2021-06-05 09:39:54+00:00,,511986933,,так там фул-тайм,text,
